Elevation,Aspect,Slope,Hillshade_Morning,Hillshade_Afternoon,Hillshade_Evening,Distance_To_River,Distance_From_Road,Distance_From_Pollutant,Sector,Soil,Plant_species
3051,313,16,174,226,191,190,624,1680,Sector_2,Soil_19,2
2911,102,18,247,213,88,85,3185,1987,Sector_0,Soil_27,4
2249,17,34,172,150,96,242,1027,1203,Sector_3,Soil_8,3
3165,249,10,199,247,187,270,1176,792,Sector_2,Soil_29,2
2138,20,34,175,147,89,67,912,277,Sector_3,Soil_8,3
3217,100,23,251,202,67,212,1366,1332,Sector_0,Soil_27,1
2542,188,18,219,250,159,120,1131,1276,Sector_2,Soil_3,3
2240,297,30,123,215,225,277,853,964,Sector_3,Soil_8,0
2397,270,31,127,233,237,67,1387,680,Sector_3,Soil_8,0
2572,179,20,224,248,148,228,1973,1742,Sector_2,Soil_1,3
3373,319,14,182,226,183,900,4532,2742,Sector_2,Soil_35,1
2306,40,15,220,207,118,192,1243,603,Sector_3,Soil_8,0
2988,14,21,196,192,127,331,691,1148,Sector_2,Soil_21,2
2958,233,9,205,249,181,404,3707,918,Sector_0,Soil_26,4
2248,329,26,150,200,184,0,891,745,Sector_3,Soil_8,3
2972,342,10,200,226,164,124,3743,1584,Sector_0,Soil_26,4
3020,97,12,239,223,112,270,2296,2416,Sector_2,Soil_29,2
2338,97,24,250,198,63,247,1061,785,Sector_3,Soil_1,0
2568,319,30,130,198,201,108,1476,1706,Sector_2,Soil_11,0
3211,56,20,229,194,90,0,1565,792,Sector_2,Soil_36,1
2995,266,10,194,245,189,671,5931,6374,Sector_0,Soil_26,4
3154,32,20,211,191,109,458,1500,2138,Sector_2,Soil_21,2
3499,274,10,193,243,189,379,1426,1885,Sector_1,Soil_37,1
2985,96,10,236,226,121,470,1082,2200,Sector_0,Soil_26,4
3373,336,17,181,216,172,170,5160,3480,Sector_2,Soil_35,1
2382,29,18,211,199,119,42,765,1064,Sector_2,Soil_8,0
3022,141,14,240,236,123,60,882,1548,Sector_2,Soil_19,4
2471,346,20,176,203,162,90,582,1289,Sector_3,Soil_8,0
2337,305,23,150,221,208,108,875,607,Sector_3,Soil_5,3
2859,90,17,244,210,90,277,789,866,Sector_0,Soil_27,4
2381,330,27,147,197,183,421,1214,272,Sector_3,Soil_8,3
3268,3,17,195,205,145,228,3185,3333,Sector_2,Soil_21,4
2352,298,33,110,207,227,255,641,1719,Sector_3,Soil_8,3
2575,57,12,228,215,119,300,607,1401,Sector_2,Soil_1,0
2395,106,8,233,231,130,277,1248,1055,Sector_3,Soil_1,3
2479,342,13,193,221,166,433,485,1034,Sector_3,Soil_5,0
2980,259,5,208,243,173,330,5291,1698,Sector_0,Soil_26,4
2862,314,22,157,217,198,395,1150,2377,Sector_2,Soil_30,4
3317,25,15,211,205,127,319,3428,2131,Sector_2,Soil_36,1
2638,25,15,211,206,128,295,1864,2116,Sector_2,Soil_1,0
3348,276,6,203,241,178,480,858,1627,Sector_2,Soil_29,1
2342,42,19,219,194,103,240,1505,926,Sector_3,Soil_1,3
3364,315,14,183,228,185,366,2584,1027,Sector_2,Soil_29,2
3241,271,20,165,242,215,300,4688,3388,Sector_0,Soil_26,2
2813,327,20,167,213,184,60,1556,1790,Sector_2,Soil_11,0
3285,186,26,214,248,152,162,1132,1032,Sector_0,Soil_19,2
2311,343,28,154,186,164,182,1260,685,Sector_3,Soil_8,3
3317,294,8,197,238,181,655,3702,1398,Sector_0,Soil_36,2
2595,81,30,244,171,34,120,902,977,Sector_2,Soil_11,4
3515,106,4,227,234,142,470,1328,1813,Sector_1,Soil_37,1
3188,289,17,171,236,204,408,1158,2704,Sector_2,Soil_30,2
2728,107,7,233,232,131,295,1401,872,Sector_2,Soil_9,3
2031,312,43,75,170,214,190,175,108,Sector_3,Soil_8,3
2460,133,10,237,235,128,60,443,1348,Sector_3,Soil_5,0
3193,47,10,224,217,127,738,1189,2300,Sector_2,Soil_29,2
3203,63,5,225,229,139,319,5008,2213,Sector_0,Soil_19,2
2286,113,9,236,231,126,240,150,272,Sector_3,Soil_8,3
2264,34,29,201,162,79,85,1320,600,Sector_3,Soil_3,3
2361,324,12,189,227,177,175,1022,830,Sector_3,Soil_8,0
3413,188,8,221,247,159,390,2823,1781,Sector_2,Soil_29,2
2202,260,40,98,226,247,240,1308,616,Sector_3,Soil_0,3
3284,143,24,246,227,95,0,2121,819,Sector_2,Soil_19,1
3100,122,9,236,233,127,180,6724,2796,Sector_0,Soil_26,4
2478,181,13,224,248,154,190,842,150,Sector_3,Soil_1,0
2708,51,6,223,227,139,424,2376,1650,Sector_2,Soil_29,0
2633,314,25,144,211,203,390,850,1254,Sector_2,Soil_30,4
2358,268,23,154,241,223,67,182,182,Sector_2,Soil_12,0
2973,242,20,177,252,209,190,2876,1967,Sector_2,Soil_30,4
2824,306,6,202,236,174,192,3573,5730,Sector_0,Soil_26,4
2904,291,3,210,239,167,234,3349,2598,Sector_0,Soil_10,4
2963,109,9,236,230,124,228,5287,1981,Sector_0,Soil_26,2
3327,294,10,191,238,187,579,3672,1471,Sector_0,Soil_36,2
2024,74,20,239,199,82,42,485,638,Sector_3,Soil_5,3
3273,96,21,248,204,74,134,2393,2732,Sector_0,Soil_36,1
3001,39,23,214,183,93,319,4446,4607,Sector_0,Soil_26,2
3433,352,18,187,208,157,849,967,924,Sector_1,Soil_37,2
2379,57,29,225,165,54,95,376,553,Sector_3,Soil_8,0
2475,355,8,207,225,157,218,234,1890,Sector_3,Soil_5,3
2869,350,11,200,221,160,240,1664,1816,Sector_2,Soil_28,0
3296,111,22,252,210,74,437,306,513,Sector_1,Soil_29,2
2415,252,27,152,246,226,30,1358,703,Sector_3,Soil_8,0
2768,301,30,124,211,221,365,1235,900,Sector_2,Soil_30,0
2463,56,10,227,218,124,384,350,390,Sector_3,Soil_1,3
2397,29,26,201,175,98,42,484,576,Sector_3,Soil_8,0
2722,130,16,244,229,109,335,2023,2614,Sector_2,Soil_3,0
2545,166,15,232,244,139,170,1959,1790,Sector_2,Soil_1,3
2711,20,13,210,211,135,247,2281,2016,Sector_2,Soil_29,0
2834,268,18,172,244,210,170,2524,664,Sector_2,Soil_11,4
3431,221,10,208,250,178,812,2131,1052,Sector_2,Soil_35,1
3263,161,9,229,242,145,218,2886,247,Sector_2,Soil_19,2
2652,5,29,171,172,127,180,1699,2721,Sector_2,Soil_8,0
2752,135,15,242,232,115,30,1237,2040,Sector_2,Soil_11,2
3184,344,12,195,220,164,182,1103,750,Sector_1,Soil_21,2
2932,39,9,221,220,134,390,4115,5850,Sector_0,Soil_26,4
2116,322,27,140,201,195,60,882,816,Sector_3,Soil_8,0
2510,333,13,191,223,172,30,1273,1173,Sector_2,Soil_14,0
3390,126,8,234,235,132,60,4310,4200,Sector_2,Soil_20,1
3291,156,11,233,241,138,361,3037,2266,Sector_0,Soil_26,1
3248,203,23,202,253,176,330,1936,3477,Sector_0,Soil_26,2
2063,334,38,110,162,175,420,390,990,Sector_3,Soil_4,0
3304,339,13,191,221,168,467,1765,3111,Sector_0,Soil_36,2
2694,289,39,88,204,240,175,1718,1348,Sector_2,Soil_11,0
2965,159,22,237,238,119,391,1719,1195,Sector_2,Soil_11,4
2581,35,11,219,215,130,180,1712,1885,Sector_2,Soil_9,0
2300,288,12,187,239,192,85,1448,721,Sector_3,Soil_8,0
2765,45,9,223,221,133,361,1692,2012,Sector_0,Soil_10,4
2491,99,22,250,203,70,210,800,458,Sector_3,Soil_0,3
2686,59,29,228,167,53,120,1226,2140,Sector_0,Soil_10,4
2365,105,16,245,219,99,192,474,674,Sector_3,Soil_1,3
3299,141,16,242,234,116,323,1844,1621,Sector_0,Soil_26,1
2328,131,25,251,217,79,67,990,934,Sector_3,Soil_2,3
2116,343,18,181,210,165,85,335,524,Sector_3,Soil_8,3
3412,210,8,214,247,169,218,2931,391,Sector_2,Soil_37,1
2803,157,21,238,238,119,579,2658,2001,Sector_2,Soil_3,3
3024,75,13,235,216,110,124,2014,1348,Sector_0,Soil_26,4
3086,351,3,214,234,158,342,446,684,Sector_1,Soil_20,2
3752,332,16,183,219,175,942,5218,3330,Sector_2,Soil_37,1
3372,85,13,238,218,109,514,1388,955,Sector_2,Soil_36,1
3042,128,14,242,231,114,30,845,242,Sector_2,Soil_20,4
3350,348,17,186,210,161,474,5076,3121,Sector_2,Soil_35,2
2656,247,22,168,250,215,42,1465,1263,Sector_2,Soil_3,0
3306,134,33,250,205,55,300,1260,916,Sector_2,Soil_36,1
3354,122,9,236,233,128,277,2860,511,Sector_2,Soil_29,2
3427,145,19,243,233,111,153,4235,4261,Sector_2,Soil_30,1
2697,68,4,224,231,142,272,2250,1801,Sector_2,Soil_29,0
2548,46,18,223,197,103,190,525,1269,Sector_2,Soil_8,0
2670,151,7,230,240,143,175,1693,150,Sector_2,Soil_3,3
3249,43,10,222,217,129,270,732,2349,Sector_0,Soil_19,2
2617,311,10,193,233,180,124,660,1490,Sector_0,Soil_26,4
3232,102,14,242,221,105,30,3413,3725,Sector_0,Soil_35,1
2492,85,24,246,191,61,228,845,1291,Sector_2,Soil_3,3
1946,50,40,205,125,0,67,108,511,Sector_3,Soil_0,3
2465,61,23,231,187,77,256,618,1084,Sector_2,Soil_8,0
3096,23,19,205,196,122,960,2701,1926,Sector_2,Soil_21,4
3154,157,12,233,241,137,201,2460,3113,Sector_2,Soil_21,2
2664,59,19,231,197,91,150,2200,2462,Sector_2,Soil_8,0
3382,41,10,222,217,130,800,658,268,Sector_1,Soil_35,1
2604,211,23,194,254,186,190,997,1266,Sector_2,Soil_3,3
2376,320,11,192,230,177,67,1101,765,Sector_3,Soil_8,0
3335,358,30,162,172,137,711,1504,1549,Sector_2,Soil_37,1
3279,240,11,198,250,188,350,960,511,Sector_2,Soil_29,2
3340,226,21,187,254,198,234,1824,3849,Sector_1,Soil_30,2
3255,93,13,240,220,108,319,1594,1296,Sector_1,Soil_30,2
2829,348,20,179,204,160,162,1950,2809,Sector_0,Soil_26,4
3357,231,13,199,252,188,42,4440,3495,Sector_2,Soil_32,1
3029,306,10,191,234,183,120,2117,1200,Sector_2,Soil_19,2
2332,308,20,162,223,200,30,1103,1451,Sector_3,Soil_8,0
2737,119,20,249,219,89,67,1101,618,Sector_2,Soil_11,2
2904,287,21,156,233,215,255,4831,408,Sector_0,Soil_26,4
3267,354,16,192,211,155,30,4039,1165,Sector_0,Soil_35,1
3238,104,4,226,234,143,201,3502,1834,Sector_0,Soil_35,1
3150,266,12,189,245,196,67,1302,1298,Sector_1,Soil_37,2
2511,122,9,236,233,128,255,277,470,Sector_2,Soil_3,3
2160,32,25,206,178,96,180,426,268,Sector_3,Soil_8,0
3251,346,15,191,216,163,551,878,2047,Sector_0,Soil_36,1
2702,348,27,160,185,157,190,1230,1861,Sector_2,Soil_30,4
2152,305,29,128,210,215,242,404,485,Sector_3,Soil_8,3
2490,152,27,241,228,97,256,1289,1273,Sector_2,Soil_3,3
3216,180,6,222,244,156,30,3874,2795,Sector_0,Soil_20,1
2688,318,22,158,214,194,124,2010,2287,Sector_2,Soil_8,0
3512,278,14,180,241,201,365,1485,1943,Sector_1,Soil_37,1
3028,332,9,198,228,170,127,4552,960,Sector_0,Soil_26,4
2988,108,20,250,212,80,120,824,836,Sector_0,Soil_26,2
3006,90,1,221,236,151,134,395,983,Sector_0,Soil_19,2
2567,36,10,219,218,133,120,1695,1842,Sector_2,Soil_1,0
2498,139,26,248,221,85,150,713,828,Sector_2,Soil_3,3
2654,54,26,225,175,68,210,811,830,Sector_2,Soil_30,4
2846,45,16,222,202,109,210,1448,2462,Sector_2,Soil_30,4
2426,294,25,141,224,219,270,1154,1361,Sector_3,Soil_8,0
3338,334,14,186,220,173,485,3461,3414,Sector_2,Soil_37,1
3057,255,5,209,243,172,424,5837,4712,Sector_0,Soil_10,4
2301,47,31,214,159,59,150,624,1006,Sector_3,Soil_8,0
2445,22,15,209,207,131,450,955,1012,Sector_3,Soil_5,0
3275,95,18,245,211,89,268,4039,1266,Sector_0,Soil_27,2
2667,182,22,221,248,149,218,1842,2791,Sector_2,Soil_3,3
3055,13,13,207,212,141,342,2408,1222,Sector_2,Soil_20,2
3333,73,12,234,217,113,30,2121,3173,Sector_0,Soil_35,1
2488,115,23,252,211,74,272,469,967,Sector_2,Soil_3,3
2563,235,32,150,248,221,60,1549,1209,Sector_2,Soil_2,3
2823,353,15,194,214,157,30,2544,2082,Sector_0,Soil_20,4
3386,303,11,190,235,185,391,1624,716,Sector_2,Soil_35,1
3788,5,14,201,211,147,1041,4881,2989,Sector_2,Soil_37,1
3463,198,12,216,250,167,666,4074,3014,Sector_2,Soil_37,1
3016,269,36,107,226,245,607,2040,1667,Sector_2,Soil_30,4
3008,14,10,210,218,144,564,5358,5539,Sector_0,Soil_10,4
2517,316,27,141,206,201,424,1031,942,Sector_2,Soil_8,3
1983,11,35,162,148,103,300,270,871,Sector_3,Soil_4,0
2382,347,22,174,199,160,108,731,1189,Sector_3,Soil_8,0
3355,355,18,187,205,153,488,3730,3469,Sector_2,Soil_37,1
3540,18,9,213,220,144,216,1513,1124,Sector_1,Soil_37,1
2082,5,29,169,170,126,108,469,484,Sector_3,Soil_8,0
3077,53,10,226,218,126,60,3512,5281,Sector_0,Soil_27,2
3130,250,21,169,249,214,67,424,2230,Sector_1,Soil_19,4
2936,174,7,225,244,153,285,5437,4587,Sector_0,Soil_27,4
2421,284,15,178,239,201,268,1099,1423,Sector_3,Soil_5,0
3245,113,15,245,223,103,42,4657,3813,Sector_2,Soil_19,2
3343,295,21,158,230,210,85,2913,2227,Sector_0,Soil_36,1
2934,73,8,230,225,128,150,1019,2311,Sector_0,Soil_20,4
2001,16,37,163,139,90,108,127,384,Sector_3,Soil_8,3
2837,356,12,201,219,155,216,3919,5648,Sector_0,Soil_26,2
2363,59,22,230,187,78,108,875,992,Sector_3,Soil_8,0
3295,61,15,231,207,105,540,870,2614,Sector_0,Soil_19,2
3246,350,9,203,224,160,67,4478,837,Sector_0,Soil_36,2
3197,270,7,202,243,180,124,2906,1433,Sector_2,Soil_20,2
2459,342,10,200,226,164,134,730,1425,Sector_3,Soil_5,3
3239,66,18,235,201,91,95,2497,426,Sector_2,Soil_36,1
3236,8,15,201,208,143,960,2160,2200,Sector_2,Soil_35,1
3169,339,3,212,234,160,216,4447,1142,Sector_0,Soil_26,2
3048,95,3,224,235,147,175,2856,752,Sector_0,Soil_20,4
3261,249,6,207,244,175,759,1677,2480,Sector_2,Soil_28,2
2456,79,23,243,192,67,60,1806,350,Sector_2,Soil_8,3
2733,59,10,228,219,124,481,552,2779,Sector_0,Soil_26,4
3451,115,15,244,225,106,67,1304,1075,Sector_1,Soil_37,1
2969,359,17,193,207,149,30,1478,1376,Sector_2,Soil_20,4
2320,4,17,195,205,145,270,1052,1323,Sector_3,Soil_8,0
3208,25,7,217,225,145,540,6224,1253,Sector_0,Soil_26,2
2499,199,22,206,253,171,182,1061,1362,Sector_2,Soil_2,3
3178,8,10,208,220,149,234,4554,3247,Sector_0,Soil_26,2
2860,285,5,205,240,174,0,488,1532,Sector_2,Soil_11,4
2718,318,15,180,226,185,228,1767,1461,Sector_2,Soil_11,0
2995,324,8,199,231,172,511,2744,1652,Sector_2,Soil_29,4
2659,326,27,145,199,188,150,1831,2659,Sector_2,Soil_8,0
2919,18,2,217,234,154,0,3956,4963,Sector_0,Soil_17,2
2451,114,28,254,199,52,300,376,886,Sector_2,Soil_3,3
2942,88,12,238,220,110,90,5530,1542,Sector_0,Soil_27,4
2576,137,20,246,228,102,108,365,1770,Sector_0,Soil_27,4
2599,105,13,241,224,110,201,1471,1095,Sector_2,Soil_1,3
2495,162,25,235,236,116,297,2088,150,Sector_2,Soil_3,3
3271,131,9,235,235,132,124,5085,459,Sector_0,Soil_26,4
2135,5,30,167,168,126,295,510,792,Sector_3,Soil_8,0
3288,51,6,223,227,139,108,5797,576,Sector_0,Soil_35,2
2679,320,27,141,203,196,67,2162,2550,Sector_0,Soil_26,4
2564,240,15,190,252,197,60,1357,1239,Sector_2,Soil_3,3
2177,300,28,131,216,219,175,870,883,Sector_3,Soil_8,0
2785,308,22,155,220,203,85,3840,1019,Sector_0,Soil_26,4
2299,260,19,171,247,212,242,1650,830,Sector_3,Soil_1,0
2280,302,17,171,230,199,0,1129,301,Sector_3,Soil_0,3
2449,330,22,163,207,181,360,752,1181,Sector_3,Soil_8,0
2998,7,4,215,232,154,212,3478,5417,Sector_0,Soil_26,4
2510,166,22,232,241,127,60,1329,854,Sector_2,Soil_2,3
2300,272,14,182,244,200,150,1006,1277,Sector_3,Soil_8,0
2388,355,10,204,222,157,30,607,664,Sector_2,Soil_8,0
2273,330,23,158,204,182,60,1198,420,Sector_3,Soil_8,3
3044,52,11,226,216,123,285,882,757,Sector_0,Soil_26,2
3235,11,15,203,209,141,805,2205,2280,Sector_2,Soil_35,1
2408,288,13,182,238,196,153,510,836,Sector_2,Soil_2,3
2407,296,36,101,204,231,268,1231,930,Sector_3,Soil_8,3
2939,23,14,211,209,132,124,5007,3215,Sector_0,Soil_13,2
3074,303,8,197,236,179,350,2087,2440,Sector_2,Soil_28,4
2444,74,27,240,179,53,170,780,711,Sector_3,Soil_0,3
2833,346,14,192,217,162,134,1448,1965,Sector_2,Soil_28,0
3388,152,11,234,240,135,845,2823,2233,Sector_2,Soil_36,1
3070,203,5,217,245,164,376,5762,4294,Sector_0,Soil_26,4
2061,313,22,155,217,200,60,503,661,Sector_3,Soil_8,0
3189,45,4,221,231,146,175,3918,1431,Sector_0,Soil_19,2
3148,17,9,213,221,145,309,5074,404,Sector_0,Soil_26,4
3250,266,28,137,238,233,968,3480,2444,Sector_2,Soil_24,4
3162,180,11,224,247,154,256,2885,3378,Sector_0,Soil_26,2
2266,297,35,104,205,229,60,384,924,Sector_3,Soil_8,3
2455,216,22,193,254,190,30,1243,1121,Sector_2,Soil_13,3
2580,236,17,189,252,199,228,1489,1333,Sector_2,Soil_2,3
3356,115,33,254,188,33,404,2022,1489,Sector_0,Soil_36,1
2317,322,23,157,211,191,85,361,577,Sector_3,Soil_8,3
2046,352,26,166,186,151,60,408,466,Sector_3,Soil_8,0
2910,57,7,225,226,136,361,3919,3408,Sector_0,Soil_10,4
3035,13,14,206,211,141,600,2590,2465,Sector_2,Soil_21,4
3258,270,6,205,242,176,272,5633,1492,Sector_0,Soil_19,2
3034,166,4,223,241,153,0,2614,1374,Sector_2,Soil_20,4
2894,121,4,227,236,144,150,3687,3770,Sector_0,Soil_10,4
3285,34,16,216,204,119,420,3417,2002,Sector_2,Soil_36,1
2604,125,8,234,235,133,313,1570,1756,Sector_2,Soil_1,3
2432,39,15,219,205,117,175,755,1090,Sector_3,Soil_8,0
3200,66,15,233,210,105,655,1865,2676,Sector_2,Soil_30,2
2874,41,15,221,206,117,313,1433,2156,Sector_2,Soil_9,4
2378,314,25,146,212,202,335,872,216,Sector_3,Soil_8,3
3342,83,14,239,215,104,95,2876,2322,Sector_0,Soil_36,1
3283,92,8,233,228,128,124,3670,3542,Sector_0,Soil_35,1
2570,234,12,199,251,188,402,671,1100,Sector_3,Soil_5,3
2439,259,14,185,247,200,285,708,1376,Sector_3,Soil_8,0
3292,35,19,215,195,110,537,1072,5311,Sector_1,Soil_21,2
3239,323,12,190,228,177,765,2206,752,Sector_2,Soil_29,2
3199,54,17,228,201,101,85,1549,2767,Sector_0,Soil_26,2
2908,346,20,176,203,163,366,2379,2524,Sector_0,Soil_26,4
3421,296,11,188,237,188,450,4905,4121,Sector_2,Soil_35,1
2998,354,6,209,229,158,242,4230,4071,Sector_0,Soil_26,2
2333,292,18,168,234,205,60,1410,424,Sector_3,Soil_8,0
3096,108,3,225,236,146,331,2490,2037,Sector_2,Soil_29,2
2072,94,23,249,199,65,175,201,417,Sector_3,Soil_3,3
2121,296,18,168,232,204,124,212,745,Sector_3,Soil_8,0
2765,209,21,200,254,182,216,693,2100,Sector_2,Soil_3,4
2088,332,20,170,211,178,0,849,836,Sector_3,Soil_12,0
2713,204,14,212,252,172,258,2724,1243,Sector_2,Soil_3,3
1926,344,14,192,218,164,0,30,644,Sector_3,Soil_8,3
2443,21,3,217,232,152,30,1036,859,Sector_2,Soil_8,0
2428,272,14,182,244,200,0,878,983,Sector_2,Soil_8,0
3260,294,10,192,238,186,42,1566,1282,Sector_2,Soil_29,2
3059,26,9,216,220,140,60,2173,1415,Sector_0,Soil_20,2
2952,298,25,142,222,216,247,5359,757,Sector_0,Soil_26,4
3327,320,21,160,214,192,85,4261,4014,Sector_0,Soil_35,1
3109,236,10,202,249,184,552,6050,1906,Sector_0,Soil_26,4
2808,333,23,162,204,178,182,2925,2888,Sector_0,Soil_26,2
2657,44,15,222,207,116,192,2273,2221,Sector_2,Soil_8,0
3540,102,22,250,205,71,67,1499,1195,Sector_1,Soil_37,1
3262,70,7,228,226,132,42,3868,2014,Sector_0,Soil_35,1
2692,87,32,247,170,27,120,1290,977,Sector_2,Soil_11,4
2813,3,13,202,215,149,162,1332,2023,Sector_2,Soil_28,0
2697,88,14,240,217,105,42,2206,2529,Sector_2,Soil_9,3
2250,333,33,127,177,178,42,404,984,Sector_3,Soil_8,3
2778,104,9,235,229,126,108,942,2424,Sector_2,Soil_9,4
3426,305,13,184,233,189,531,1953,537,Sector_2,Soil_35,1
3128,170,13,229,245,145,190,2202,228,Sector_2,Soil_28,2
2453,344,6,208,230,161,418,849,902,Sector_3,Soil_5,0
3295,294,17,169,234,203,42,3506,1624,Sector_0,Soil_26,2
2487,338,14,190,220,169,458,474,1006,Sector_3,Soil_5,0
2612,138,6,230,238,142,30,2040,2695,Sector_2,Soil_14,0
2401,336,11,194,225,169,306,1050,1110,Sector_3,Soil_8,0
2295,309,23,151,218,205,60,1159,713,Sector_3,Soil_8,0
2745,21,12,212,215,138,430,1234,1092,Sector_0,Soil_10,4
3294,143,22,245,229,100,85,618,3804,Sector_1,Soil_22,4
2696,349,11,199,221,160,470,1209,1425,Sector_0,Soil_10,4
3368,192,10,219,248,162,124,4293,3413,Sector_2,Soil_30,1
2121,29,19,210,195,114,134,283,424,Sector_3,Soil_8,0
2944,168,18,231,244,137,256,4380,1604,Sector_0,Soil_10,4
2656,349,9,204,225,160,300,1374,5988,Sector_0,Soil_26,4
2859,29,6,218,226,144,108,1380,2713,Sector_2,Soil_9,4
2454,306,20,161,224,202,95,792,1092,Sector_3,Soil_8,0
3458,18,5,216,229,150,865,926,335,Sector_1,Soil_37,1
3344,202,7,217,246,165,240,987,1802,Sector_2,Soil_29,2
3353,76,36,236,148,0,268,2274,666,Sector_2,Soil_36,1
2722,38,9,221,221,135,510,2482,1560,Sector_2,Soil_29,0
2168,353,23,174,193,152,85,379,450,Sector_3,Soil_8,0
3437,132,17,245,228,105,85,2989,900,Sector_2,Soil_32,1
2149,78,26,242,183,55,300,360,306,Sector_3,Soil_1,0
2333,340,26,157,193,170,324,1106,892,Sector_3,Soil_8,0
3053,122,3,225,237,147,543,2571,2214,Sector_2,Soil_29,2
3055,50,11,225,215,123,0,960,228,Sector_2,Soil_20,2
1922,50,29,219,165,62,108,218,659,Sector_3,Soil_0,0
2124,60,23,231,185,75,240,300,365,Sector_3,Soil_8,0
3106,252,8,202,246,182,162,1345,2508,Sector_2,Soil_30,2
3103,50,16,225,204,108,309,3880,4904,Sector_0,Soil_26,2
3287,109,17,247,219,96,443,295,691,Sector_1,Soil_29,2
2830,121,15,245,226,106,360,918,2282,Sector_0,Soil_27,4
3450,303,23,150,222,209,170,1480,1842,Sector_1,Soil_37,1
3340,317,11,192,231,179,408,5113,3150,Sector_2,Soil_35,1
2367,7,15,201,209,144,42,558,854,Sector_2,Soil_8,0
2974,180,9,224,246,155,242,1224,514,Sector_2,Soil_30,4
3198,12,21,194,193,130,60,1831,2162,Sector_2,Soil_30,4
2840,343,11,197,223,164,90,3603,6490,Sector_0,Soil_26,4
2241,26,28,194,167,95,42,552,641,Sector_3,Soil_8,0
2556,166,10,229,244,147,319,666,997,Sector_2,Soil_3,3
3394,189,6,221,245,159,30,2670,408,Sector_2,Soil_35,1
3171,51,38,209,131,24,540,607,1932,Sector_0,Soil_27,1
2520,29,11,216,216,134,297,391,1061,Sector_2,Soil_1,0
2229,96,17,245,214,92,150,1476,201,Sector_3,Soil_2,3
2100,36,24,210,179,93,216,228,792,Sector_3,Soil_8,3
1941,22,19,205,197,123,30,120,551,Sector_3,Soil_8,3
3517,167,11,229,244,145,484,1411,890,Sector_1,Soil_37,1
3371,4,18,194,203,144,457,4216,3778,Sector_2,Soil_37,1
2404,352,9,205,225,158,108,553,1332,Sector_3,Soil_9,0
3379,120,9,236,233,128,120,3795,2737,Sector_2,Soil_36,1
3374,58,30,225,161,47,242,2605,481,Sector_2,Soil_36,1
3426,2,9,208,224,153,459,1598,1338,Sector_2,Soil_35,1
2918,127,18,247,225,98,323,2947,3216,Sector_0,Soil_27,4
2678,51,6,223,227,139,212,1894,2363,Sector_2,Soil_1,0
2444,101,10,237,227,120,60,849,1350,Sector_3,Soil_5,3
1909,280,15,178,241,202,0,212,722,Sector_3,Soil_0,0
3427,0,16,194,208,149,366,3896,3331,Sector_2,Soil_36,1
2454,353,17,188,207,155,591,1279,503,Sector_3,Soil_5,3
3291,104,17,247,216,92,30,2258,256,Sector_2,Soil_32,1
2912,189,7,221,246,160,270,1806,968,Sector_2,Soil_31,4
2316,324,25,151,205,190,42,170,201,Sector_3,Soil_8,3
2426,275,20,164,241,214,95,466,309,Sector_3,Soil_8,0
2376,14,19,200,199,131,150,866,990,Sector_3,Soil_8,0
2829,343,20,176,205,166,175,1682,1683,Sector_2,Soil_11,0
2541,132,34,251,199,45,60,1383,408,Sector_2,Soil_8,3
2307,344,20,175,204,164,268,942,1230,Sector_3,Soil_8,0
3425,185,14,222,249,157,258,1909,3595,Sector_1,Soil_29,2
2853,132,16,245,229,108,295,1084,2100,Sector_0,Soil_27,4
3082,15,7,214,225,148,815,819,1298,Sector_0,Soil_27,2
2439,342,24,163,196,167,430,1140,751,Sector_3,Soil_8,3
3284,326,7,203,232,168,150,4767,708,Sector_0,Soil_26,4
2696,220,7,212,247,172,67,1084,532,Sector_2,Soil_1,3
2128,77,26,242,183,55,0,720,765,Sector_3,Soil_4,3
2407,209,6,215,246,167,0,1201,960,Sector_2,Soil_13,0
2546,154,15,237,240,128,162,1130,1660,Sector_2,Soil_3,3
2517,49,19,224,196,99,30,1243,1546,Sector_2,Soil_8,0
3333,45,6,222,227,141,660,841,1448,Sector_2,Soil_29,1
3200,268,5,206,242,175,300,5958,1958,Sector_0,Soil_19,4
2447,0,4,213,232,156,0,631,711,Sector_2,Soil_3,0
2583,64,26,233,179,63,124,2079,618,Sector_2,Soil_8,0
2409,76,16,238,209,97,335,1168,1189,Sector_3,Soil_1,3
2409,227,21,185,254,199,0,1319,811,Sector_2,Soil_13,0
2693,300,29,129,215,220,240,1249,853,Sector_2,Soil_30,0
3045,333,3,212,235,161,162,2118,1343,Sector_0,Soil_26,4
3013,14,18,200,199,132,335,2869,607,Sector_2,Soil_29,2
2498,47,30,214,160,59,277,1418,524,Sector_2,Soil_8,3
2354,198,15,214,252,168,30,446,1136,Sector_3,Soil_13,3
2651,17,5,216,229,151,331,469,1406,Sector_2,Soil_1,3
3245,180,5,222,243,156,283,3203,1655,Sector_2,Soil_20,2
2294,347,27,159,186,158,339,631,258,Sector_3,Soil_8,3
2289,349,9,204,225,160,134,690,618,Sector_3,Soil_1,3
3235,4,36,151,149,117,60,3078,210,Sector_2,Soil_19,1
